			log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000072364.11	ENSG00000072364	11	0.688010115	0.23181593	2.967915601	0.002998266	0.022026289
ENSG00000148154.8	ENSG00000148154	8	0.687939624	0.264749799	2.598451918	0.009364516	0.049821205
ENSG00000113580.13	ENSG00000113580	13	0.68777529	0.240468412	2.860148176	0.004234431	0.028080796
ENSG00000101189.6	ENSG00000101189	6	0.687652861	0.182702688	3.763780751	0.000167364	0.002720786
ENSG00000160233.7	ENSG00000160233	7	0.687648934	0.249908964	2.751597712	0.005930532	0.035769992
ENSG00000101966.11	ENSG00000101966	11	0.687126096	0.244946211	2.805212182	0.005028347	0.031752703
ENSG00000122034.11	ENSG00000122034	11	0.684901568	0.248867263	2.752075786	0.005921881	0.03573259
ENSG00000096092.5	ENSG00000096092	5	0.68364701	0.247039414	2.767360071	0.00565123	0.034505656
ENSG00000070367.14	ENSG00000070367	14	0.683493599	0.250930904	2.723831897	0.006452934	0.037991755
ENSG00000109133.11	ENSG00000109133	11	0.68303791	0.217448193	3.141152387	0.001682844	0.014702795
ENSG00000146281.5	ENSG00000146281	5	0.682945595	0.2573086	2.654188766	0.007949934	0.044245023
ENSG00000230989.5	ENSG00000230989	5	0.681949652	0.247219714	2.758476014	0.005807157	0.035235964
ENSG00000124370.9	ENSG00000124370	9	0.6818541	0.2445237	2.788499024	0.005295291	0.032909305
ENSG00000170906.14	ENSG00000170906	14	0.681780641	0.222464349	3.06467371	0.002179076	0.017652998
ENSG00000108010.10	ENSG00000108010	10	0.681472232	0.244178651	2.790875565	0.005256568	0.032710318
ENSG00000135999.10	ENSG00000135999	10	0.681382232	0.22202541	3.068938061	0.002148211	0.017519111
ENSG00000014123.9	ENSG00000014123	9	0.681176643	0.243830055	2.79365332	0.005211632	0.032553225
ENSG00000160201.10	ENSG00000160201	10	0.681137945	0.223484575	3.047807418	0.002305176	0.018320729
ENSG00000106367.12	ENSG00000106367	12	0.681109551	0.236213642	2.883447138	0.003933487	0.026646674
ENSG00000176624.10	ENSG00000176624	10	0.679960263	0.21201794	3.207088348	0.001340858	0.012542841
ENSG00000100749.6	ENSG00000100749	6	0.679544877	0.244445464	2.779944714	0.005436815	0.033579228
ENSG00000204308.7	ENSG00000204308	7	0.679344153	0.195918719	3.467479553	0.000525364	0.006306454
ENSG00000111790.12	ENSG00000111790	12	0.67903033	0.235044017	2.888949645	0.00386531	0.026309481
ENSG00000152240.11	ENSG00000152240	11	0.67886234	0.232974826	2.913887096	0.00356959	0.024876323
ENSG00000170903.9	ENSG00000170903	9	0.678602722	0.208314015	3.257595141	0.001123606	0.011066988
ENSG00000125703.13	ENSG00000125703	13	0.678385557	0.256542525	2.644339594	0.008185049	0.045192451
ENSG00000169251.11	ENSG00000169251	11	0.678141205	0.224123312	3.025750416	0.002480169	0.019247157
ENSG00000126945.8	ENSG00000126945	8	0.677735008	0.235082812	2.88296283	0.003939539	0.026667726
ENSG00000092020.9	ENSG00000092020	9	0.677501979	0.240566068	2.816282383	0.004858294	0.0309349
ENSG00000160097.14	ENSG00000160097	14	0.67716405	0.241649273	2.802259825	0.005074599	0.031991522
ENSG00000175334.6	ENSG00000175334	6	0.676651653	0.188521515	3.589254267	0.000331625	0.004527
ENSG00000140006.10	ENSG00000140006	10	0.676534668	0.229354378	2.949735146	0.003180464	0.022987807
ENSG00000060688.11	ENSG00000060688	11	0.676319117	0.186029556	3.63554659	0.000277392	0.00395324
ENSG00000067113.15	ENSG00000067113	15	0.676084703	0.243519323	2.776308239	0.005498006	0.033851615
ENSG00000138660.10	ENSG00000138660	10	0.675888601	0.232209888	2.910679673	0.003606435	0.025088046
ENSG00000159873.8	ENSG00000159873	8	0.675777857	0.206437744	3.273518904	0.001062173	0.010604162
ENSG00000100575.12	ENSG00000100575	12	0.675699095	0.254204253	2.658095158	0.00785837	0.043852224
ENSG00000114520.9	ENSG00000114520	9	0.675474331	0.233600813	2.891575261	0.003833158	0.026156174
ENSG00000164830.16	ENSG00000164830	16	0.675212436	0.227481867	2.968203331	0.002995461	0.022022111
ENSG00000181991.14	ENSG00000181991	14	0.674989834	0.225251846	2.99660067	0.002730081	0.020652366
ENSG00000109171.13	ENSG00000109171	13	0.674919461	0.192673693	3.502914442	0.000460197	0.005747705
ENSG00000116161.16	ENSG00000116161	16	0.673709319	0.256231761	2.629296679	0.008556168	0.04663185
ENSG00000136104.17	ENSG00000136104	17	0.673332173	0.200640811	3.355908347	0.000791048	0.008542198
ENSG00000110696.8	ENSG00000110696	8	0.672742224	0.216439132	3.108228244	0.001882127	0.015953678
ENSG00000149948.12	ENSG00000149948	12	0.672077026	0.254562611	2.640124657	0.008287554	0.04560085
ENSG00000114331.11	ENSG00000114331	11	0.672019497	0.223030375	3.013129921	0.002585682	0.019841822
ENSG00000178381.10	ENSG00000178381	10	0.671885109	0.235879689	2.848422908	0.00439365	0.02880847
ENSG00000113407.12	ENSG00000113407	12	0.671857574	0.243120879	2.76347131	0.005719012	0.034802187
ENSG00000113368.10	ENSG00000113368	10	0.671513727	0.256964815	2.613251646	0.008968524	0.048205373
ENSG00000170515.12	ENSG00000170515	12	0.671263089	0.221149358	3.035338172	0.002402661	0.018806356
ENSG00000164951.14	ENSG00000164951	14	0.671158474	0.243716131	2.753853311	0.005889816	0.035590379
ENSG00000164105.3	ENSG00000164105	3	0.671048409	0.254245446	2.639372381	0.008305969	0.045646702
ENSG00000164823.8	ENSG00000164823	8	0.669439886	0.255644876	2.618632133	0.008828309	0.047668659
ENSG00000184900.14	ENSG00000184900	14	0.669332373	0.206169298	3.24651818	0.00116826	0.011366683
ENSG00000129255.13	ENSG00000129255	13	0.667490517	0.198974364	3.354655862	0.000794638	0.008562608
ENSG00000132341.10	ENSG00000132341	10	0.667062411	0.196995224	3.386185696	0.000708714	0.007883791
ENSG00000136950.12	ENSG00000136950	12	0.666706632	0.221297859	3.012711623	0.002589248	0.019847649
ENSG00000111276.9	ENSG00000111276	9	0.664163188	0.205527777	3.231500867	0.00123142	0.011792971
ENSG00000075131.8	ENSG00000075131	8	0.663824539	0.230904354	2.874889659	0.004041687	0.027183073
ENSG00000123595.6	ENSG00000123595	6	0.663707267	0.227935683	2.91181818	0.003593317	0.025009599
ENSG00000128463.11	ENSG00000128463	11	0.662183677	0.177882834	3.722583351	0.000197195	0.00307332
ENSG00000112651.10	ENSG00000112651	10	0.661935028	0.185039183	3.577269517	0.000347202	0.004683091
ENSG00000080371.5	ENSG00000080371	5	0.661558405	0.24087683	2.746459281	0.006024236	0.036213406
ENSG00000177150.11	ENSG00000177150	11	0.661226154	0.226397589	2.920641325	0.003493117	0.024487879
ENSG00000136827.11	ENSG00000136827	11	0.661063182	0.205546835	3.216119494	0.001299367	0.012255421
ENSG00000100697.13	ENSG00000100697	13	0.660859134	0.233389088	2.831576826	0.00463191	0.029903773
ENSG00000116406.17	ENSG00000116406	17	0.660838176	0.242688137	2.722993322	0.006469337	0.03805352
ENSG00000213516.8	ENSG00000213516	8	0.66080132	0.229035206	2.885151723	0.003912251	0.026528069
ENSG00000136159.3	ENSG00000136159	3	0.660252142	0.184087643	3.586618486	0.000334994	0.004563746
ENSG00000094975.12	ENSG00000094975	12	0.659620172	0.206834205	3.189125179	0.001427041	0.01309205
ENSG00000108256.7	ENSG00000108256	7	0.659139411	0.218504497	3.016594256	0.002556317	0.019677631
ENSG00000142396.9	ENSG00000142396	9	0.658826808	0.180808552	3.643781237	0.000268662	0.003879956
ENSG00000180667.9	ENSG00000180667	9	0.657993895	0.224454494	2.931524707	0.003373025	0.02393632
ENSG00000115268.8	ENSG00000115268	8	0.657649035	0.18316592	3.590455228	0.000330101	0.004514757
ENSG00000154839.8	ENSG00000154839	8	0.6574092	0.249233645	2.637722524	0.008346485	0.045776752
ENSG00000119888.9	ENSG00000119888	9	0.656931369	0.195664493	3.357437828	0.000786684	0.008520845
ENSG00000144048.9	ENSG00000144048	9	0.656757635	0.200500411	3.275592456	0.001054406	0.010565451
ENSG00000247516.4	ENSG00000247516	4	0.656026032	0.238888332	2.746161882	0.0060297	0.036222205
ENSG00000197302.9	ENSG00000197302	9	0.655693427	0.219573837	2.98620927	0.002824593	0.021172754
ENSG00000229117.7	ENSG00000229117	7	0.654774414	0.247752895	2.642852729	0.008221078	0.045336094
ENSG00000137947.10	ENSG00000137947	10	0.654435152	0.234770132	2.787557121	0.005310709	0.032990033
ENSG00000110330.7	ENSG00000110330	7	0.65442459	0.228812057	2.860096619	0.00423512	0.028080796
ENSG00000138593.7	ENSG00000138593	7	0.654209097	0.232610851	2.812461648	0.004916389	0.031204135
ENSG00000120137.6	ENSG00000120137	6	0.654120046	0.237449336	2.754777329	0.005873209	0.035541485
ENSG00000061794.11	ENSG00000061794	11	0.654032333	0.191336398	3.418232704	0.000630292	0.007218331
ENSG00000111802.12	ENSG00000111802	12	0.653835904	0.222726529	2.935599575	0.003329037	0.023735775
ENSG00000136158.9	ENSG00000136158	9	0.652658721	0.174643408	3.73709336	0.00018616	0.002938426
ENSG00000255529.6	ENSG00000255529	6	0.652548502	0.19127184	3.411628721	0.00064576	0.007345926
ENSG00000062725.8	ENSG00000062725	8	0.652006112	0.214034328	3.046268875	0.002317005	0.018366341
ENSG00000112081.15	ENSG00000112081	15	0.65189257	0.213876622	3.047984221	0.00230382	0.018320729
ENSG00000165487.12	ENSG00000165487	12	0.651791547	0.19018214	3.427196402	0.000609848	0.007061601
ENSG00000174013.7	ENSG00000174013	7	0.651631027	0.215775956	3.019942719	0.002528225	0.01951669
ENSG00000241370.4	ENSG00000241370	4	0.651576636	0.220106114	2.960284133	0.003073554	0.022446437
ENSG00000124172.8	ENSG00000124172	8	0.651095843	0.17386615	3.744810831	0.00018053	0.002883345
ENSG00000114686.7	ENSG00000114686	7	0.650214734	0.203343528	3.197617059	0.001385682	0.012838441
ENSG00000137168.7	ENSG00000137168	7	0.649893874	0.176418085	3.683827967	0.000229757	0.00344636
ENSG00000153487.12	ENSG00000153487	12	0.649015383	0.188274101	3.447183542	0.000566464	0.00666435
ENSG00000243317.6	ENSG00000243317	6	0.648269254	0.221276496	2.92967968	0.003393116	0.024035521
ENSG00000186432.7	ENSG00000186432	7	0.6481804	0.22802503	2.84258443	0.004474938	0.029214535
ENSG00000165916.7	ENSG00000165916	7	0.648030022	0.196256142	3.301960461	0.000960116	0.009843008
ENSG00000034693.13	ENSG00000034693	13	0.647672951	0.212368043	3.049766541	0.002290193	0.01824431
ENSG00000145050.14	ENSG00000145050	14	0.646052406	0.177404164	3.641698097	0.000270846	0.003899057
ENSG00000185808.12	ENSG00000185808	12	0.645725114	0.199344525	3.239241776	0.001198479	0.011571941
ENSG00000072042.11	ENSG00000072042	11	0.644797061	0.245558839	2.625835274	0.008643664	0.046961025
ENSG00000111640.13	ENSG00000111640	13	0.644157107	0.203438042	3.166355231	0.001543622	0.013816303
ENSG00000064102.13	ENSG00000064102	13	0.644043508	0.246489813	2.612860545	0.008978793	0.048222403
ENSG00000085871.7	ENSG00000085871	7	0.644030738	0.243498726	2.644903937	0.008171411	0.045144678
ENSG00000107854.5	ENSG00000107854	5	0.644004279	0.218222844	2.951131364	0.003166122	0.022923164
ENSG00000164758.6	ENSG00000164758	6	0.643658007	0.223976185	2.873778782	0.004055929	0.027245134
ENSG00000123353.8	ENSG00000123353	8	0.643548536	0.240240061	2.678772773	0.007389252	0.041897105
ENSG00000181450.16	ENSG00000181450	16	0.64309814	0.207935476	3.092777399	0.001982928	0.016566813
ENSG00000196792.10	ENSG00000196792	10	0.642917927	0.199256078	3.226591296	0.001252743	0.011932335
ENSG00000164117.11	ENSG00000164117	11	0.642496836	0.227149406	2.828520866	0.004676365	0.03011699
ENSG00000133104.11	ENSG00000133104	11	0.642450173	0.206119761	3.11687812	0.001827771	0.015653028
ENSG00000096401.7	ENSG00000096401	7	0.64182518	0.243208128	2.6389956	0.008315206	0.045669747
ENSG00000138430.14	ENSG00000138430	14	0.640883162	0.230309815	2.782700169	0.00539086	0.033365849
ENSG00000095015.5	ENSG00000095015	5	0.638963204	0.217193108	2.941912885	0.003261917	0.023379939
ENSG00000128272.13	ENSG00000128272	13	0.638762735	0.212731797	3.002666944	0.002676251	0.020330081
ENSG00000157045.7	ENSG00000157045	7	0.638613449	0.228275843	2.797551589	0.005149154	0.032258805
ENSG00000103415.10	ENSG00000103415	10	0.638605964	0.199061445	3.208084642	0.001336222	0.012529673
ENSG00000135974.8	ENSG00000135974	8	0.637804141	0.209789544	3.040209391	0.002364137	0.018604226
ENSG00000156928.4	ENSG00000156928	4	0.637677712	0.201844286	3.159255698	0.001581726	0.014055479
ENSG00000102103.14	ENSG00000102103	14	0.637377764	0.195961724	3.252562545	0.001143694	0.011191806
ENSG00000122958.13	ENSG00000122958	13	0.636741253	0.238768809	2.666768975	0.00765843	0.043025169
ENSG00000255330.7	ENSG00000255330	7	0.636076552	0.231590598	2.746556027	0.00602246	0.03621074
ENSG00000033800.12	ENSG00000033800	12	0.635034682	0.231310952	2.745372307	0.006044228	0.03628988
ENSG00000162222.12	ENSG00000162222	12	0.634473316	0.232971659	2.723392696	0.00646152	0.038017586
ENSG00000148450.11	ENSG00000148450	11	0.633881437	0.242310099	2.615992651	0.008896847	0.047924421
ENSG00000163541.10	ENSG00000163541	10	0.63376345	0.220549433	2.873566443	0.004058657	0.027256716
ENSG00000129696.11	ENSG00000129696	11	0.633264066	0.199653782	3.171811025	0.001514916	0.013671987
ENSG00000124787.12	ENSG00000124787	12	0.632780574	0.228858303	2.7649448	0.005693243	0.034676445
ENSG00000106299.7	ENSG00000106299	7	0.632448153	0.218238094	2.89797322	0.003755827	0.025842713
ENSG00000182481.7	ENSG00000182481	7	0.632309344	0.227541752	2.778871743	0.005454806	0.033661926
ENSG00000138382.12	ENSG00000138382	12	0.631393327	0.205777418	3.068331462	0.002152577	0.01752415
ENSG00000070501.10	ENSG00000070501	10	0.630928749	0.219461476	2.874895223	0.004041616	0.027183073
ENSG00000204438.9	ENSG00000204438	9	0.630424219	0.22543386	2.796493029	0.005166053	0.032342894
ENSG00000120727.11	ENSG00000120727	11	0.629717608	0.217142937	2.900014234	0.003731457	0.025701073
ENSG00000159256.11	ENSG00000159256	11	0.62887131	0.233482834	2.693437027	0.00707195	0.040623711
ENSG00000104325.5	ENSG00000104325	5	0.628378329	0.212591652	2.95579964	0.003118596	0.022675766
ENSG00000086189.8	ENSG00000086189	8	0.628367636	0.194970108	3.222892175	0.001269033	0.012036762
ENSG00000163961.4	ENSG00000163961	4	0.628065241	0.241314217	2.60268644	0.009249651	0.049393899
ENSG00000174547.12	ENSG00000174547	12	0.627566098	0.221185825	2.837279911	0.00454997	0.029544053
ENSG00000138138.12	ENSG00000138138	12	0.626791067	0.216436427	2.895959225	0.003780015	0.025931691
ENSG00000262831.1	ENSG00000262831	1	0.623399932	0.229952437	2.710995107	0.006708162	0.039065943
ENSG00000198791.10	ENSG00000198791	10	0.623032564	0.22957336	2.713871347	0.006650199	0.038799967
ENSG00000177613.8	ENSG00000177613	8	0.622955647	0.194836812	3.197320053	0.001387109	0.012838441
ENSG00000225921.5	ENSG00000225921	5	0.622634014	0.206720672	3.011958154	0.002595684	0.019873661
ENSG00000136146.13	ENSG00000136146	13	0.621235453	0.222546267	2.791488981	0.005246614	0.032678646
ENSG00000122741.14	ENSG00000122741	14	0.621006198	0.231673393	2.68052447	0.007350689	0.041734107
ENSG00000094841.12	ENSG00000094841	12	0.620827226	0.215045453	2.886958161	0.00388986	0.026423614
ENSG00000112312.8	ENSG00000112312	8	0.619599343	0.233862808	2.649413761	0.008063155	0.044701143
ENSG00000143771.10	ENSG00000143771	10	0.619376857	0.212908595	2.909120959	0.003624466	0.025173695
ENSG00000100219.15	ENSG00000100219	15	0.619267236	0.221957485	2.790026376	0.005270375	0.032776953
ENSG00000133943.19	ENSG00000133943	19	0.617306891	0.211316756	2.921239669	0.003486415	0.024467377
ENSG00000140367.10	ENSG00000140367	10	0.61663398	0.236504369	2.607283674	0.009126372	0.048871766
ENSG00000196850.5	ENSG00000196850	5	0.614870041	0.227260155	2.705577847	0.006818566	0.039485474
ENSG00000069509.5	ENSG00000069509	5	0.614490435	0.218913926	2.806995634	0.005000592	0.031635091
ENSG00000160050.13	ENSG00000160050	13	0.613543489	0.234704577	2.614109603	0.008946033	0.048132104
ENSG00000122121.9	ENSG00000122121	9	0.613315411	0.229414826	2.673390472	0.007508879	0.042386109
ENSG00000121350.14	ENSG00000121350	14	0.612949704	0.203762533	3.008157066	0.002628373	0.020067381
ENSG00000167637.15	ENSG00000167637	15	0.611958932	0.232750321	2.629250644	0.008557326	0.04663185
ENSG00000135341.16	ENSG00000135341	16	0.611792192	0.210163756	2.911026165	0.003602438	0.02506666
ENSG00000147533.15	ENSG00000147533	15	0.611781533	0.201259355	3.039766931	0.002367613	0.018617714
ENSG00000145912.7	ENSG00000145912	7	0.611089609	0.190080838	3.214893288	0.00130493	0.012287151
ENSG00000040633.11	ENSG00000040633	11	0.609968454	0.172682223	3.532317594	0.000411934	0.005306569
ENSG00000168938.5	ENSG00000168938	5	0.609960347	0.199055701	3.064269666	0.002182021	0.017667543
ENSG00000177889.8	ENSG00000177889	8	0.609799317	0.224937929	2.710967062	0.006708729	0.039065943
ENSG00000183684.7	ENSG00000183684	7	0.609552392	0.22918313	2.659673917	0.007821634	0.043728067
ENSG00000179218.12	ENSG00000179218	12	0.609526565	0.221065063	2.757227017	0.005829386	0.035355053
ENSG00000167863.10	ENSG00000167863	10	0.609220355	0.197177461	3.089705848	0.002003548	0.016679262
ENSG00000173960.11	ENSG00000173960	11	0.608149203	0.209616517	2.901246584	0.003716813	0.025636685
ENSG00000131507.10	ENSG00000131507	10	0.608020377	0.213939644	2.84201827	0.004482892	0.029245381
ENSG00000153012.10	ENSG00000153012	10	0.607928193	0.222460778	2.732743266	0.006280927	0.037318762
ENSG00000164244.19	ENSG00000164244	19	0.607926664	0.202109367	3.007909399	0.002630515	0.020078099
ENSG00000123179.12	ENSG00000123179	12	0.607307843	0.221256096	2.744818577	0.006054436	0.036332575
ENSG00000108443.12	ENSG00000108443	12	0.606764343	0.20102081	3.018415577	0.002541002	0.01959305
ENSG00000102317.16	ENSG00000102317	16	0.606317022	0.220995783	2.743568293	0.006077541	0.036405861
ENSG00000131143.7	ENSG00000131143	7	0.604294487	0.179366636	3.369046219	0.000754288	0.008255531
ENSG00000153989.7	ENSG00000153989	7	0.603444275	0.228352666	2.642597897	0.008227268	0.045360425
ENSG00000147853.15	ENSG00000147853	15	0.601965422	0.229832481	2.619148609	0.008814954	0.047615474
ENSG00000110958.14	ENSG00000110958	14	0.601462233	0.185348259	3.24503849	0.001174347	0.011409567
ENSG00000155975.8	ENSG00000155975	8	0.601233788	0.225224482	2.669486824	0.007596725	0.042725682
ENSG00000122565.17	ENSG00000122565	17	0.601194005	0.217263053	2.76712491	0.005655308	0.034515041
ENSG00000170315.12	ENSG00000170315	12	0.6005205	0.204105662	2.942204027	0.003258851	0.0233703
ENSG00000152219.4	ENSG00000152219	4	0.600336028	0.22982763	2.612114255	0.008998418	0.048308698
ENSG00000184047.14	ENSG00000184047	14	0.600333354	0.189381507	3.169968199	0.001524556	0.013721728
ENSG00000008988.8	ENSG00000008988	8	0.599166279	0.229172657	2.614475425	0.008936459	0.048099645
ENSG00000132603.12	ENSG00000132603	12	0.59791807	0.215230633	2.778034252	0.005468885	0.033725827
ENSG00000198818.8	ENSG00000198818	8	0.597222815	0.226134727	2.641004429	0.008266064	0.045519486
ENSG00000175324.8	ENSG00000175324	8	0.596955143	0.226740128	2.632772368	0.008469109	0.046291293
ENSG00000148481.12	ENSG00000148481	12	0.596862295	0.217474297	2.744518796	0.006059968	0.036347768
ENSG00000213221.4	ENSG00000213221	4	0.596491781	0.207455703	2.875272998	0.004036783	0.02717027
ENSG00000074695.5	ENSG00000074695	5	0.596361269	0.215058305	2.773021343	0.005553848	0.034094977
ENSG00000186577.10	ENSG00000186577	10	0.596350389	0.229501724	2.598457128	0.009364374	0.049821205
ENSG00000176871.7	ENSG00000176871	7	0.596345809	0.215097523	2.77244387	0.005563711	0.034132389
ENSG00000158773.13	ENSG00000158773	13	0.595665427	0.227226154	2.621465069	0.008755273	0.047374351
ENSG00000051180.15	ENSG00000051180	15	0.59559183	0.226406261	2.630633218	0.008522596	0.046489221
ENSG00000168769.11	ENSG00000168769	11	0.594491013	0.214444223	2.772240746	0.005567185	0.034143688
ENSG00000135441.6	ENSG00000135441	6	0.594242434	0.215140964	2.762107335	0.00574296	0.034901933
ENSG00000149089.11	ENSG00000149089	11	0.59389473	0.207223244	2.865965805	0.004157391	0.02774829
ENSG00000105058.10	ENSG00000105058	10	0.592890305	0.21520356	2.755020894	0.005868839	0.035522951
ENSG00000117862.10	ENSG00000117862	10	0.592335961	0.19415825	3.050789555	0.002282405	0.018235744
ENSG00000047579.18	ENSG00000047579	18	0.591593248	0.21362742	2.769275816	0.005618105	0.034341996
ENSG00000182400.13	ENSG00000182400	13	0.590606577	0.20030864	2.948482786	0.003193379	0.023023613
ENSG00000069956.10	ENSG00000069956	10	0.590042502	0.196308311	3.005692919	0.002649764	0.020197923
ENSG00000050405.12	ENSG00000050405	12	0.589214201	0.204466612	2.881713522	0.003955192	0.02674702
ENSG00000138785.13	ENSG00000138785	13	0.588867996	0.191606945	3.073312385	0.002116968	0.017358112
ENSG00000100348.8	ENSG00000100348	8	0.588558089	0.193162927	3.046951599	0.002311749	0.018351452
ENSG00000112031.14	ENSG00000112031	14	0.586607737	0.217729672	2.694202095	0.007055737	0.040556304
ENSG00000167085.10	ENSG00000167085	10	0.585594802	0.193711505	3.023025419	0.002502612	0.019362991
ENSG00000134375.9	ENSG00000134375	9	0.584976648	0.224701168	2.60335384	0.009231662	0.049326928
ENSG00000103274.9	ENSG00000103274	9	0.583706651	0.173933908	3.355910642	0.000791041	0.008542198
ENSG00000062582.12	ENSG00000062582	12	0.583013181	0.213742396	2.727644074	0.006378839	0.037661633
ENSG00000198331.9	ENSG00000198331	9	0.582878875	0.20995602	2.776195103	0.005499919	0.033855724
ENSG00000138663.7	ENSG00000138663	7	0.582510203	0.197500804	2.949406745	0.003183846	0.022987807
ENSG00000113163.14	ENSG00000113163	14	0.581755699	0.217328856	2.676845174	0.007431897	0.042077424
ENSG00000105619.12	ENSG00000105619	12	0.581269496	0.184358592	3.152928702	0.001616413	0.014293572
ENSG00000069345.10	ENSG00000069345	10	0.581150922	0.192915894	3.012457452	0.002591418	0.019857788
ENSG00000161057.9	ENSG00000161057	9	0.581148985	0.20914837	2.778644576	0.005458622	0.033677823
ENSG00000131153.7	ENSG00000131153	7	0.580704762	0.207412682	2.799755334	0.005114135	0.032128928
ENSG00000148688.12	ENSG00000148688	12	0.580573618	0.204277765	2.842079355	0.004482033	0.029245381
ENSG00000152223.11	ENSG00000152223	11	-0.580706733	0.217194782	-2.673667983	0.007502669	0.042372142
ENSG00000248905.7	ENSG00000248905	7	-0.581423135	0.194484408	-2.989561689	0.00279378	0.020981001
ENSG00000100099.19	ENSG00000100099	19	-0.581683887	0.19146657	-3.038044121	0.002381191	0.018675135
ENSG00000189007.14	ENSG00000189007	14	-0.582299537	0.220204278	-2.644360692	0.008184539	0.045192451
ENSG00000187479.5	ENSG00000187479	5	-0.582783812	0.217057462	-2.68492871	0.007254528	0.041331638
ENSG00000166938.11	ENSG00000166938	11	-0.583128691	0.222784271	-2.617458979	0.008858714	0.047801009
ENSG00000152642.9	ENSG00000152642	9	-0.58406987	0.194354328	-3.005180678	0.002654231	0.020212584
ENSG00000107959.14	ENSG00000107959	14	-0.585669369	0.219259586	-2.671123206	0.007559789	0.042588485
ENSG00000245748.1	ENSG00000245748	1	-0.587199371	0.201200407	-2.918480037	0.003517424	0.024613813
ENSG00000186532.10	ENSG00000186532	10	-0.587533013	0.199209758	-2.949318446	0.003184756	0.022987807
ENSG00000174483.18	ENSG00000174483	18	-0.587835603	0.221357348	-2.655595618	0.007916849	0.044110607
ENSG00000274272.1	ENSG00000274272	1	-0.588064357	0.216344756	-2.718181704	0.006564178	0.038405318
ENSG00000103365.14	ENSG00000103365	14	-0.588235286	0.225320051	-2.610665505	0.009036623	0.048465918
ENSG00000103148.14	ENSG00000103148	14	-0.588369337	0.188581535	-3.119973213	0.001808675	0.015523745
ENSG00000124104.17	ENSG00000124104	17	-0.588578493	0.209816932	-2.805200173	0.005028534	0.031752703
ENSG00000159842.13	ENSG00000159842	13	-0.588925242	0.216074322	-2.725567929	0.006419097	0.037841745
ENSG00000075568.15	ENSG00000075568	15	-0.589917826	0.203593987	-2.89752087	0.003761247	0.025853815
ENSG00000134262.11	ENSG00000134262	11	-0.59022791	0.219785505	-2.685472414	0.007242735	0.041299099
ENSG00000102312.19	ENSG00000102312	19	-0.590602551	0.217336257	-2.717459847	0.006578514	0.038470694
ENSG00000144028.13	ENSG00000144028	13	-0.591107197	0.169419172	-3.489021864	0.000484791	0.005977264
ENSG00000120915.12	ENSG00000120915	12	-0.591118055	0.2011891	-2.938121678	0.003302074	0.023581866
ENSG00000106348.15	ENSG00000106348	15	-0.592766093	0.215243349	-2.753934534	0.005888355	0.035590379
ENSG00000170322.13	ENSG00000170322	13	-0.592834716	0.196215086	-3.021351349	0.002516492	0.019464834
ENSG00000229415.8	ENSG00000229415	8	-0.596020076	0.191432086	-3.113480553	0.001848947	0.015769747
ENSG00000272752.4	ENSG00000272752	4	-0.596502133	0.201924876	-2.954079472	0.003136032	0.022765986
ENSG00000011451.16	ENSG00000011451	16	-0.596631055	0.208667106	-2.859248241	0.004246463	0.028124392
ENSG00000066739.10	ENSG00000066739	10	-0.597385575	0.176611981	-3.382474797	0.000718359	0.007955244
ENSG00000132376.18	ENSG00000132376	18	-0.598967646	0.196338183	-3.05069364	0.002283134	0.018236206
ENSG00000148297.14	ENSG00000148297	14	-0.598974404	0.224835744	-2.664053293	0.007720533	0.043269709
ENSG00000272150.4	ENSG00000272150	4	-0.599646636	0.228667968	-2.622346458	0.008732661	0.047293207
ENSG00000166313.17	ENSG00000166313	17	-0.599788644	0.221693813	-2.705482107	0.006820532	0.03948844
ENSG00000101350.7	ENSG00000101350	7	-0.599990462	0.2099097	-2.858326517	0.004258819	0.028196197
ENSG00000135723.12	ENSG00000135723	12	-0.601330326	0.198200337	-3.033952086	0.002413728	0.018868345
ENSG00000125875.12	ENSG00000125875	12	-0.602295808	0.189992125	-3.17010933	0.001523816	0.013721728
ENSG00000082684.13	ENSG00000082684	13	-0.603226359	0.221385434	-2.724778902	0.006434456	0.037907611
ENSG00000135314.11	ENSG00000135314	11	-0.604616692	0.231246776	-2.614595123	0.008933328	0.048092322
ENSG00000155229.19	ENSG00000155229	19	-0.605384268	0.205778068	-2.941928047	0.003261757	0.023379939
ENSG00000083857.12	ENSG00000083857	12	-0.605487616	0.180798851	-3.348957216	0.000811163	0.008688978
ENSG00000183020.12	ENSG00000183020	12	-0.60612962	0.209903483	-2.887658701	0.003881208	0.026385071
ENSG00000007392.15	ENSG00000007392	15	-0.606431893	0.212607861	-2.852349345	0.004339738	0.028593009
ENSG00000175220.10	ENSG00000175220	10	-0.607704339	0.21738421	-2.795531188	0.00518145	0.032409416
ENSG00000198482.9	ENSG00000198482	9	-0.607906495	0.227467045	-2.672503588	0.007528757	0.042466504
ENSG00000159792.8	ENSG00000159792	8	-0.609044328	0.230216627	-2.645527114	0.008156375	0.045094173
ENSG00000196724.11	ENSG00000196724	11	-0.609083719	0.222378449	-2.738951197	0.006163552	0.036793325
ENSG00000104859.13	ENSG00000104859	13	-0.610010362	0.231069889	-2.639938783	0.0082921	0.045607392
