			log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000129221.13	ENSG00000129221	13	3.187844913	0.926444547	3.440945196	0.000579686	0.006788511
ENSG00000136535.13	ENSG00000136535	13	3.185152711	0.943977198	3.374183951	0.000740349	0.008155545
ENSG00000133328.3	ENSG00000133328	3	3.183125477	0.684228356	4.652139081	3.29E-06	0.000124289
ENSG00000270739.1	ENSG00000270739	1	3.179576642	1.108666165	2.867929719	0.004131673	0.027644556
ENSG00000119915.4	ENSG00000119915	4	3.179221556	0.480027386	6.623000372	3.52E-11	6.83E-09
ENSG00000118785.12	ENSG00000118785	12	3.175648347	0.541203973	5.867747659	4.42E-09	4.63E-07
ENSG00000169429.9	ENSG00000169429	9	3.172076174	0.586295375	5.410372161	6.29E-08	4.53E-06
ENSG00000081041.8	ENSG00000081041	8	3.166984994	0.660059611	4.798028757	1.60E-06	6.98E-05
ENSG00000258385.1	ENSG00000258385	1	3.162922335	0.932400055	3.392237397	0.000693243	0.007756161
ENSG00000271554.1	ENSG00000271554	1	3.159277285	1.038175873	3.043104128	0.002341513	0.018501221
ENSG00000163518.9	ENSG00000163518	9	3.150053569	1.120289837	2.811820178	0.004926204	0.031251826
ENSG00000010030.12	ENSG00000010030	12	3.144548165	0.381582124	8.240816241	1.71E-16	7.88E-14
ENSG00000123609.9	ENSG00000123609	9	3.136973651	0.324263153	9.67416008	3.88E-22	3.01E-19
ENSG00000229623.1	ENSG00000229623	1	3.134632534	1.175715401	2.66614908	0.007672566	0.043080872
ENSG00000238025.1	ENSG00000238025	1	3.134481569	0.531590161	5.896425105	3.71E-09	3.97E-07
ENSG00000136514.2	ENSG00000136514	2	3.126626895	0.342636389	9.125203835	7.16E-20	4.52E-17
ENSG00000224505.2	ENSG00000224505	2	3.11295778	0.645436912	4.8230241	1.41E-06	6.32E-05
ENSG00000218596.2	ENSG00000218596	2	3.112053987	1.159186513	2.684687885	0.007259757	0.041352267
ENSG00000115155.15	ENSG00000115155	15	3.109624311	0.636297291	4.887061996	1.02E-06	4.92E-05
ENSG00000265315.1	ENSG00000265315	1	3.102148176	1.075938098	2.883203209	0.003936534	0.026660146
ENSG00000223722.3	ENSG00000223722	3	3.09883592	1.034439797	2.995665798	0.002738464	0.020692732
ENSG00000185352.8	ENSG00000185352	8	3.095778405	0.598463732	5.172875549	2.31E-07	1.40E-05
ENSG00000234362.4	ENSG00000234362	4	3.086721439	0.621745704	4.96460437	6.88E-07	3.55E-05
ENSG00000224773.2	ENSG00000224773	2	3.07255946	1.118905195	2.746040928	0.006031924	0.03622755
ENSG00000253535.4	ENSG00000253535	4	3.066476648	0.951943023	3.22128171	0.001276186	0.012079365
ENSG00000144596.10	ENSG00000144596	10	3.066115144	0.491862952	6.233677762	4.56E-10	6.41E-08
ENSG00000229165.1	ENSG00000229165	1	3.035597594	1.008964533	3.008626662	0.002624314	0.020042026
ENSG00000145850.7	ENSG00000145850	7	3.024179243	0.591884546	5.10940734	3.23E-07	1.86E-05
ENSG00000269296.1	ENSG00000269296	1	3.020920798	0.813185694	3.714921231	0.000203267	0.003146718
ENSG00000224029.1	ENSG00000224029	1	3.010542527	1.11702517	2.695142963	0.007035844	0.040467646
ENSG00000275630.1	ENSG00000275630	1	3.000315618	0.859636406	3.490214696	0.000482633	0.005962126
ENSG00000188313.11	ENSG00000188313	11	2.998530924	0.290154815	10.33424493	4.93E-25	6.09E-22
ENSG00000187848.11	ENSG00000187848	11	2.992001259	0.37577594	7.962194871	1.69E-15	6.96E-13
ENSG00000235297.3	ENSG00000235297	3	2.989111711	0.461841528	6.472158804	9.66E-11	1.67E-08
ENSG00000104951.14	ENSG00000104951	14	2.982392057	0.645382006	4.62112676	3.82E-06	0.000140867
ENSG00000187653.11	ENSG00000187653	11	2.979912289	0.621566413	4.794197734	1.63E-06	7.09E-05
ENSG00000274297.1	ENSG00000274297	1	2.971211427	0.903680416	3.287900649	0.001009375	0.010235035
ENSG00000111335.11	ENSG00000111335	11	2.959184029	0.295130689	10.02669034	1.16E-23	1.05E-20
ENSG00000222328.1	ENSG00000222328	1	2.954082078	0.551406146	5.357361536	8.44E-08	5.91E-06
ENSG00000231485.1	ENSG00000231485	1	2.953181725	0.770050495	3.835049446	0.000125539	0.002215478
ENSG00000175800.5	ENSG00000175800	5	2.945394133	0.564360386	5.218995177	1.80E-07	1.13E-05
ENSG00000260379.1	ENSG00000260379	1	2.932860507	0.731492326	4.009420743	6.09E-05	0.00127879
ENSG00000035720.6	ENSG00000035720	6	2.932284857	0.475859252	6.162084368	7.18E-10	9.42E-08
ENSG00000185507.18	ENSG00000185507	18	2.924966791	0.339147866	8.624458791	6.44E-18	3.43E-15
ENSG00000177182.9	ENSG00000177182	9	2.923291299	0.736280143	3.970351949	7.18E-05	0.001452711
ENSG00000120217.12	ENSG00000120217	12	2.918528249	0.489324108	5.964407236	2.46E-09	2.73E-07
ENSG00000202538.1	ENSG00000202538	1	2.91603563	1.026250823	2.841445351	0.004490955	0.029276887
ENSG00000196604.10	ENSG00000196604	10	2.912628389	0.7524538	3.870840159	0.000108461	0.001985404
ENSG00000273014.1	ENSG00000273014	1	2.908682006	0.615903586	4.72262554	2.33E-06	9.37E-05
ENSG00000213178.3	ENSG00000213178	3	2.906128373	1.105164239	2.629589585	0.0085488	0.046608434
ENSG00000242512.7	ENSG00000242512	7	2.904952017	1.08242069	2.683755073	0.007280042	0.041404674
ENSG00000263426.2	ENSG00000263426	2	2.893700652	0.973540009	2.97234898	0.002955306	0.021803606
ENSG00000278017.1	ENSG00000278017	1	2.889415386	1.109438405	2.604394594	0.009203673	0.049206409
ENSG00000134339.7	ENSG00000134339	7	2.889124455	0.860833491	3.3561943	0.00079023	0.008542198
ENSG00000274415.1	ENSG00000274415	1	2.880259311	0.725130787	3.972054924	7.13E-05	0.00144683
ENSG00000231313.2	ENSG00000231313	2	2.879439469	0.678087147	4.246415056	2.17E-05	0.000566289
ENSG00000133106.13	ENSG00000133106	13	2.878815046	0.314465217	9.154637426	5.45E-20	3.80E-17
ENSG00000198865.8	ENSG00000198865	8	2.873586526	0.571329204	5.029651047	4.91E-07	2.65E-05
ENSG00000258636.1	ENSG00000258636	1	2.870694856	0.706489661	4.063321822	4.84E-05	0.001066036
ENSG00000124256.13	ENSG00000124256	13	2.860183003	0.470185757	6.08309155	1.18E-09	1.45E-07
ENSG00000124092.11	ENSG00000124092	11	2.851342616	0.994485393	2.867153842	0.004141816	0.027678337
ENSG00000146809.11	ENSG00000146809	11	2.847012569	0.941013766	3.025473878	0.002482438	0.019256265
ENSG00000166920.9	ENSG00000166920	9	2.831362897	0.582636764	4.859567867	1.18E-06	5.45E-05
ENSG00000212994.5	ENSG00000212994	5	2.829836132	1.013656741	2.791710465	0.005243025	0.03266669
ENSG00000101198.13	ENSG00000101198	13	2.829221594	0.50804434	5.568847782	2.56E-08	2.16E-06
ENSG00000125148.6	ENSG00000125148	6	2.827740536	0.511272295	5.530791641	3.19E-08	2.61E-06
ENSG00000164778.4	ENSG00000164778	4	2.826142584	1.073537009	2.632552543	0.008474591	0.046311059
ENSG00000225886.2	ENSG00000225886	2	2.821541534	0.539705354	5.227929483	1.71E-07	1.10E-05
ENSG00000279641.1	ENSG00000279641	1	2.818994731	0.58431888	4.824411514	1.40E-06	6.29E-05
ENSG00000249858.2	ENSG00000249858	2	2.817818203	0.938691717	3.001856895	0.002683383	0.020367168
ENSG00000226977.1	ENSG00000226977	1	2.816036463	1.050604252	2.68039698	0.00735349	0.04173789
ENSG00000259630.2	ENSG00000259630	2	2.815358952	0.930083804	3.026994923	0.002469981	0.019203502
ENSG00000270103.3	ENSG00000270103	3	2.812250829	0.595074809	4.725877796	2.29E-06	9.26E-05
ENSG00000123610.4	ENSG00000123610	4	2.810886319	0.396810618	7.083697335	1.40E-12	3.67E-10
ENSG00000141574.6	ENSG00000141574	6	2.80904358	0.491464285	5.715661682	1.09E-08	1.06E-06
ENSG00000142408.2	ENSG00000142408	2	2.79894918	0.392629742	7.128724297	1.01E-12	2.72E-10
ENSG00000227973.1	ENSG00000227973	1	2.79814058	0.683405192	4.094409308	4.23E-05	0.000968617
ENSG00000130303.11	ENSG00000130303	11	2.780622321	0.277114749	10.03419102	1.08E-23	1.01E-20
ENSG00000250170.1	ENSG00000250170	1	2.776360997	0.81933541	3.388552434	0.000702626	0.007832102
ENSG00000160932.9	ENSG00000160932	9	2.775962969	0.30381372	9.137055982	6.42E-20	4.15E-17
ENSG00000227730.2	ENSG00000227730	2	2.772635644	0.57834117	4.794117707	1.63E-06	7.09E-05
ENSG00000243705.1	ENSG00000243705	1	2.765558676	0.820048233	3.372434161	0.000745069	0.008190934
ENSG00000235082.2	ENSG00000235082	2	2.761680269	0.897591487	3.076767446	0.002092585	0.017194515
ENSG00000249055.1	ENSG00000249055	1	2.7612021	0.820565532	3.364998884	0.00076544	0.008357383
ENSG00000126262.4	ENSG00000126262	4	2.759361756	0.660240882	4.179325805	2.92E-05	0.000714883
ENSG00000279707.1	ENSG00000279707	1	2.756935329	0.774316913	3.560474119	0.000370186	0.004929459
ENSG00000055332.15	ENSG00000055332	15	2.752604973	0.274858978	10.01460819	1.31E-23	1.15E-20
ENSG00000131142.12	ENSG00000131142	12	2.74770871	0.642695872	4.275286074	1.91E-05	0.000515978
ENSG00000128383.11	ENSG00000128383	11	2.747441738	0.944937731	2.90753734	0.003642869	0.025263856
ENSG00000136244.10	ENSG00000136244	10	2.745287376	0.625953748	4.385767136	1.16E-05	0.00034616
ENSG00000279320.1	ENSG00000279320	1	2.742669539	0.326473489	8.400895104	4.43E-17	2.15E-14
ENSG00000137965.9	ENSG00000137965	9	2.740166571	0.234099023	11.70516021	1.20E-31	2.33E-28
ENSG00000232004.1	ENSG00000232004	1	2.737091129	0.718882215	3.807426408	0.000140421	0.002397563
ENSG00000224969.1	ENSG00000224969	1	2.731882832	1.032115328	2.646877494	0.008123878	0.044938182
ENSG00000255030.1	ENSG00000255030	1	2.731441538	0.935331658	2.920291978	0.003497036	0.024502702
ENSG00000274423.1	ENSG00000274423	1	2.731293721	0.934577023	2.922491837	0.003472427	0.024443764
ENSG00000224714.2	ENSG00000224714	2	2.729684005	0.618499539	4.413396989	1.02E-05	0.000312002
ENSG00000226004.1	ENSG00000226004	1	2.72738392	0.908864494	3.0008697	0.002692097	0.020404806
ENSG00000271423.1	ENSG00000271423	1	2.726320262	0.769039483	3.545097907	0.000392467	0.005133064
ENSG00000229091.2	ENSG00000229091	2	2.725763424	0.924194219	2.949340482	0.003184529	0.022987807
ENSG00000250746.1	ENSG00000250746	1	2.711526371	0.738991993	3.669222938	0.000243289	0.003599641
ENSG00000233055.1	ENSG00000233055	1	2.708182695	0.923273336	2.93324045	0.00335444	0.023835564
ENSG00000238015.2	ENSG00000238015	2	2.707692624	0.674535958	4.014156091	5.97E-05	0.001260001
ENSG00000152778.8	ENSG00000152778	8	2.701452127	0.267045834	10.11606168	4.69E-24	4.72E-21
ENSG00000258500.2	ENSG00000258500	2	2.690506288	1.014460996	2.652153508	0.007998017	0.044430702
ENSG00000233264.2	ENSG00000233264	2	2.686427677	0.678187604	3.961186643	7.46E-05	0.001490741
ENSG00000279236.1	ENSG00000279236	1	2.686349562	0.696395472	3.857505786	0.00011455	0.002070359
ENSG00000264350.1	ENSG00000264350	1	2.684238628	0.657034224	4.085386319	4.40E-05	0.000993646
ENSG00000140986.7	ENSG00000140986	7	2.682194943	0.922820383	2.906518964	0.003654747	0.025333303
ENSG00000225492.5	ENSG00000225492	5	2.680902088	0.421382983	6.36215082	1.99E-10	3.14E-08
ENSG00000268257.2	ENSG00000268257	2	2.679809473	0.793895579	3.375518827	0.000736767	0.00812927
ENSG00000236496.2	ENSG00000236496	2	2.679329537	0.890367981	3.009238422	0.002619035	0.020007336
ENSG00000108691.8	ENSG00000108691	8	2.679084198	0.401274788	6.6764329	2.45E-11	4.96E-09
ENSG00000172209.5	ENSG00000172209	5	2.676613155	0.777840421	3.441082624	0.000579392	0.006788511
ENSG00000213956.4	ENSG00000213956	4	2.674910363	0.896158717	2.984862293	0.00283706	0.021242761
ENSG00000224490.4	ENSG00000224490	4	2.671908819	0.733479739	3.642784767	0.000269704	0.003890624
ENSG00000272617.1	ENSG00000272617	1	2.671038828	0.528668038	5.052393253	4.36E-07	2.38E-05
ENSG00000121594.10	ENSG00000121594	10	2.667629704	0.555287724	4.80404948	1.55E-06	6.78E-05
ENSG00000185897.6	ENSG00000185897	6	2.663172964	0.690800711	3.855197194	0.000115636	0.002083065
ENSG00000138035.13	ENSG00000138035	13	2.658428597	0.298490842	8.906231677	5.28E-19	3.05E-16
ENSG00000213128.3	ENSG00000213128	3	2.65573913	0.740442652	3.586691182	0.000334901	0.004563746
ENSG00000168062.8	ENSG00000168062	8	2.65496452	0.342302366	7.75619682	8.75E-15	3.30E-12
ENSG00000183055.5	ENSG00000183055	5	2.651188459	0.638804137	4.150236833	3.32E-05	0.000794221
ENSG00000271596.1	ENSG00000271596	1	2.647828541	0.859170452	3.081843114	0.002057232	0.01701727
ENSG00000248698.4	ENSG00000248698	4	2.646975006	0.955938564	2.768980251	0.005623204	0.034357703
ENSG00000274422.1	ENSG00000274422	1	2.645837535	0.649156438	4.075808816	4.59E-05	0.001027308
ENSG00000248909.1	ENSG00000248909	1	2.642995584	0.983496604	2.687345919	0.007202232	0.041139333
ENSG00000139572.3	ENSG00000139572	3	2.639603865	0.761605144	3.46584301	0.000528572	0.006333769
ENSG00000230832.3	ENSG00000230832	3	2.635741292	0.832935334	3.164400867	0.001554026	0.013881984
ENSG00000267234.1	ENSG00000267234	1	2.633319575	0.915713142	2.875703595	0.004031281	0.02713996
ENSG00000256262.1	ENSG00000256262	1	2.628270048	0.484287135	5.427090369	5.73E-08	4.24E-06
ENSG00000244485.1	ENSG00000244485	1	2.625743459	0.542352685	4.841394781	1.29E-06	5.85E-05
ENSG00000215895.4	ENSG00000215895	4	2.620717451	0.989463618	2.648624368	0.008082011	0.044787397
ENSG00000132832.8	ENSG00000132832	8	2.618072175	0.675614609	3.875097046	0.000106582	0.00195761
ENSG00000234371.6	ENSG00000234371	6	2.609163708	0.48710426	5.356478938	8.49E-08	5.93E-06
ENSG00000259797.1	ENSG00000259797	1	2.603498427	0.886416655	2.937104591	0.003312923	0.023645709
ENSG00000163157.13	ENSG00000163157	13	2.599358944	0.744615697	3.49087315	0.000481445	0.005952866
ENSG00000188460.4	ENSG00000188460	4	2.596989342	0.686242183	3.78436273	0.000154103	0.002575327
ENSG00000148346.10	ENSG00000148346	10	2.595982744	0.574178272	4.521213828	6.15E-06	0.000205698
ENSG00000261654.1	ENSG00000261654	1	2.595927896	0.611267097	4.246798019	2.17E-05	0.000565865
ENSG00000233286.1	ENSG00000233286	1	2.595918985	0.880013097	2.949864036	0.003179138	0.022987807
ENSG00000236564.1	ENSG00000236564	1	2.588789259	0.773783156	3.345626276	0.00082097	0.008759482
ENSG00000227560.1	ENSG00000227560	1	2.587951163	0.770386521	3.359289255	0.000781432	0.008477479
ENSG00000223551.1	ENSG00000223551	1	2.585142225	0.605167145	4.27178218	1.94E-05	0.000521077
ENSG00000226751.2	ENSG00000226751	2	2.579830816	0.605357904	4.261662068	2.03E-05	0.000538292
ENSG00000235674.2	ENSG00000235674	2	2.57384137	0.970756291	2.651377481	0.008016419	0.044517446
ENSG00000185272.12	ENSG00000185272	12	2.573283875	0.403964097	6.370080639	1.89E-10	3.02E-08
ENSG00000261872.1	ENSG00000261872	1	2.570410214	0.837541019	3.06899621	0.002147793	0.017519111
ENSG00000267586.5	ENSG00000267586	5	2.568017089	0.905043837	2.837450502	0.00454754	0.029543257
ENSG00000237070.1	ENSG00000237070	1	2.566725076	0.512137918	5.011784885	5.39E-07	2.86E-05
ENSG00000121380.11	ENSG00000121380	11	2.566507697	0.483722905	5.305739439	1.12E-07	7.47E-06
ENSG00000165731.16	ENSG00000165731	16	2.564786852	0.400284564	6.407408828	1.48E-10	2.51E-08
ENSG00000225022.1	ENSG00000225022	1	2.562493444	0.786843349	3.256675484	0.001127252	0.011091528
ENSG00000269720.1	ENSG00000269720	1	2.562406903	0.372464601	6.879598477	6.00E-12	1.38E-09
ENSG00000229023.1	ENSG00000229023	1	2.56220943	0.680282065	3.766392738	0.000165623	0.002700026
ENSG00000281344.1	ENSG00000281344	1	2.560859079	0.426027943	6.011012001	1.84E-09	2.18E-07
ENSG00000224891.1	ENSG00000224891	1	2.560509625	0.655568461	3.905785251	9.39E-05	0.001774224
ENSG00000187116.12	ENSG00000187116	12	2.551909787	0.648824854	3.933125821	8.38E-05	0.001642206
ENSG00000236942.1	ENSG00000236942	1	2.547462711	0.830038591	3.069089483	0.002147123	0.017519111
ENSG00000188820.11	ENSG00000188820	11	2.546912737	0.597882554	4.259888033	2.05E-05	0.000541524
ENSG00000229587.2	ENSG00000229587	2	2.546631289	0.892641902	2.852914794	0.004332024	0.028549107
ENSG00000141682.11	ENSG00000141682	11	2.54512201	0.376350743	6.76263315	1.36E-11	2.97E-09
ENSG00000231735.1	ENSG00000231735	1	2.540774868	0.55726071	4.559400692	5.13E-06	0.00017775
ENSG00000278195.1	ENSG00000278195	1	2.53732398	0.690957895	3.67218321	0.000240487	0.003567905
ENSG00000216368.2	ENSG00000216368	2	2.531550919	0.715667205	3.537329783	0.000404195	0.005243528
ENSG00000172156.3	ENSG00000172156	3	2.52994331	0.295931769	8.549076415	1.24E-17	6.48E-15
ENSG00000105967.14	ENSG00000105967	14	2.525125772	0.483760689	5.2197829	1.79E-07	1.13E-05
ENSG00000099985.3	ENSG00000099985	3	2.524977804	0.617858619	4.086659515	4.38E-05	0.000991463
ENSG00000253463.1	ENSG00000253463	1	2.523439222	0.825478659	3.056940594	0.002236086	0.017939537
ENSG00000255225.1	ENSG00000255225	1	2.5144167	0.855745675	2.938275673	0.003300434	0.023581866
ENSG00000184486.8	ENSG00000184486	8	2.514305448	0.633475638	3.969064154	7.22E-05	0.001457559
ENSG00000105835.10	ENSG00000105835	10	2.510137758	0.34619547	7.250637219	4.15E-13	1.19E-10
ENSG00000008196.11	ENSG00000008196	11	2.503787645	0.916440211	2.732079644	0.006293593	0.037366199
ENSG00000249934.2	ENSG00000249934	2	2.499075459	0.695372208	3.593867327	0.000325806	0.004469957
ENSG00000275443.1	ENSG00000275443	1	2.498164909	0.808453915	3.090052335	0.002001212	0.016670632
ENSG00000196503.2	ENSG00000196503	2	2.497993585	0.56700516	4.405592336	1.05E-05	0.000321997
ENSG00000162374.15	ENSG00000162374	15	2.497211975	0.482950737	5.170738508	2.33E-07	1.41E-05
ENSG00000149654.8	ENSG00000149654	8	2.494241084	0.784169739	3.18074131	0.001468987	0.013350633
ENSG00000270072.1	ENSG00000270072	1	2.492389629	0.74869987	3.328956942	0.000871719	0.00916418
ENSG00000273076.1	ENSG00000273076	1	2.491524505	0.534548717	4.660986787	3.15E-06	0.000120575
ENSG00000227376.1	ENSG00000227376	1	2.481543154	0.541963592	4.578800478	4.68E-06	0.000165198
ENSG00000229052.2	ENSG00000229052	2	2.479284629	0.728724042	3.402227023	0.000668391	0.007546483
ENSG00000221963.5	ENSG00000221963	5	2.479197355	0.33091718	7.491896768	6.79E-14	2.20E-11
ENSG00000229047.1	ENSG00000229047	1	2.476378436	0.557376337	4.44291993	8.87E-06	0.000277934
ENSG00000169385.2	ENSG00000169385	2	2.474152234	0.608970226	4.062845981	4.85E-05	0.001067184
ENSG00000205045.7	ENSG00000205045	7	2.472422012	0.418268869	5.91108303	3.40E-09	3.68E-07
ENSG00000132109.9	ENSG00000132109	9	2.470533827	0.245283925	10.07213916	7.34E-24	7.12E-21
ENSG00000279191.1	ENSG00000279191	1	2.469328582	0.64177681	3.84764383	0.000119259	0.002135582
ENSG00000188282.11	ENSG00000188282	11	2.464474742	0.51166077	4.816618521	1.46E-06	6.49E-05
ENSG00000185201.15	ENSG00000185201	15	2.460240319	0.490247276	5.018366116	5.21E-07	2.79E-05
ENSG00000257531.2	ENSG00000257531	2	2.454911155	0.751137986	3.2682559	0.001082125	0.010755916
ENSG00000277511.1	ENSG00000277511	1	2.451785229	0.305404198	8.028001084	9.91E-16	4.27E-13
ENSG00000246375.2	ENSG00000246375	2	2.450966161	0.491915444	4.982494837	6.28E-07	3.29E-05
ENSG00000174946.6	ENSG00000174946	6	2.440053473	0.688857068	3.542176725	0.00039684	0.005167925
ENSG00000276702.1	ENSG00000276702	1	2.431078498	0.803475508	3.025703303	0.002480556	0.019247157
ENSG00000120337.8	ENSG00000120337	8	2.429021293	0.456888414	5.316443176	1.06E-07	7.06E-06
ENSG00000258872.2	ENSG00000258872	2	2.428995915	0.721333962	3.367366634	0.000758897	0.008292616
ENSG00000186652.8	ENSG00000186652	8	2.42871213	0.679872335	3.572306159	0.000353851	0.004756246
ENSG00000229820.2	ENSG00000229820	2	2.428535323	0.681545079	3.563279082	0.000366251	0.004885572
ENSG00000168671.8	ENSG00000168671	8	2.427903624	0.730426202	3.323954723	0.000887506	0.009290598
ENSG00000251593.1	ENSG00000251593	1	2.426247333	0.72197627	3.360563823	0.000777836	0.008451961
ENSG00000204010.3	ENSG00000204010	3	2.424072566	0.709490876	3.4166367	0.000633998	0.007242457
ENSG00000270442.1	ENSG00000270442	1	2.422458823	0.721947693	3.355449218	0.000792362	0.008548258
ENSG00000279184.1	ENSG00000279184	1	2.416476194	0.665222867	3.632581373	0.0002806	0.003988749
ENSG00000274364.1	ENSG00000274364	1	2.415219172	0.88852531	2.718233399	0.006563152	0.038405318
ENSG00000240549.2	ENSG00000240549	2	2.410418338	0.927548909	2.598696752	0.00935784	0.049821205
ENSG00000267312.1	ENSG00000267312	1	2.409524028	0.486013621	4.957729425	7.13E-07	3.65E-05
ENSG00000250461.1	ENSG00000250461	1	2.406025562	0.629240032	3.823700715	0.000131463	0.002286638
ENSG00000104918.6	ENSG00000104918	6	2.405156568	0.609816432	3.944066514	8.01E-05	0.00158271
ENSG00000226457.1	ENSG00000226457	1	2.403642334	0.873029098	2.75322133	0.005901199	0.035647334
ENSG00000228331.2	ENSG00000228331	2	2.403196983	0.780344921	3.079659928	0.002072371	0.017106032
ENSG00000229644.6	ENSG00000229644	6	2.402514714	0.427522491	5.619621808	1.91E-08	1.72E-06
ENSG00000164181.12	ENSG00000164181	12	2.40183211	0.425957209	5.638669943	1.71E-08	1.57E-06
ENSG00000118322.11	ENSG00000118322	11	2.398937002	0.603581188	3.974505913	7.05E-05	0.00143801
